Type,Measure,Transformation,value,Stat,estimate,se,q2.5,q97.5,median,mean,gt0,lt0,NAs,Nsim,estimate_reg,std.error,statistic,p.value,conf.low,conf.high,df,outcome
D- vs. D+,Party/Policy Bundle,Absolute,-0.1,Mean,0.3387416674152079,0.010396618285180476,0.31611531581311736,0.35847451553236775,0.33828367346848,0.33807146722280323,1,0,0,1000,0.3387416674152079,0.010358647037233064,32.70134277166088,7.1613563682564435e-127,0.318390404055222,0.3590929307751938,505.9007514857509,c_win
D- vs. D+,Party/Policy Bundle,Absolute,0.1,Mean,0.388904726802631,0.010813209078811096,0.3679329074699368,0.410824104417836,0.38933129754961926,0.3893274659952446,1,0,0,1000,0.38890472680263183,0.010921039123456025,35.61059734392387,3.12751295244427e-137,0.3674461547552935,0.41036329884997014,483.38335110696715,c_win
D- vs. D+,Party/Policy Bundle,Absolute,0.3,Mean,0.533581753893859,0.021726375015418353,0.4910568514194715,0.5771491240284929,0.5343502468753365,0.5338470517657512,1,0,0,1000,0.5335817538938592,0.021154783544409726,25.222747033725206,1.6571106543798826e-69,0.49190952370164953,0.5752539840860689,240.60140928470864,c_win
D- vs. D+,Party/Policy Bundle,Absolute,0.5,Mean,0.6314309740078293,0.024236799281197024,0.5844573352074848,0.6778039864571874,0.631119118394784,0.6314998859510434,1,0,0,1000,0.63143097400783,0.02461786043579608,25.649303506883378,2.9547182648085002e-61,0.5828457115873908,0.6800162364282691,175.44276365055148,c_win
D- vs. D+,Party/Policy Bundle,Absolute,0.7,Mean,0.7324954709963479,0.029127197667743934,0.6745278163755867,0.7863290915322505,0.7327989581948987,0.7319508814227981,1,0,0,1000,0.732495470996348,0.028745944075057848,25.481698186142246,2.600594851546966e-47,0.6755116365966615,0.7894793053960346,107.27113353436802,c_win
D- vs. D+,Party/Policy Bundle,Absolute,0.9,Mean,0.81436523348708,0.028912587506554493,0.7524727830652496,0.8692759772398968,0.8151418096730036,0.8145827174204104,1,0,0,1000,0.8143652334870786,0.029056692368185113,28.02676998359067,4.969080208918424e-41,0.7564639800210352,0.8722664869531219,73.65319082423586,c_win
D- vs. D+,Party/Policy Bundle,Squared,-0.9,Mean,0.12311478414841898,0.022469035239028812,0.08239642743142556,0.16909396569843113,0.12246925327973335,0.12365919103623878,1,0,0,1000,0.12311478414841903,0.02245045295227046,5.483844108186164,3.237329386476075e-7,0.07856351053788199,0.16766605775895607,98.16211785701414,c_win
D- vs. D+,Party/Policy Bundle,Squared,-0.7,Mean,0.16703052388771958,0.02400170644501585,0.12055393148499614,0.21555488721088048,0.16813524795298335,0.16754042790245968,1,0,0,1000,0.1670305238877196,0.02488017887963058,6.713397226595811,1.1559495395271132e-9,0.11767065660725451,0.2163903911681847,100.281876644063,c_win
D- vs. D+,Party/Policy Bundle,Squared,-0.5,Mean,0.17995220021599934,0.020158688961569218,0.14266142119407718,0.22102645161296047,0.18027159086386546,0.1802955025894523,1,0,0,1000,0.17995220021599936,0.020863579176897098,8.625183564633346,6.548139218355981e-15,0.1387433042069102,0.22116109622508853,157.3044631183432,c_win
D- vs. D+,Party/Policy Bundle,Squared,-0.3,Mean,0.23245512723454398,0.018106875131365992,0.1968038203376943,0.26867878484875296,0.23202241117461833,0.2320426584627142,1,0,0,1000,0.23245512723454384,0.017534539346304737,13.256985121969109,1.9998163483873585e-30,0.19791285074675868,0.266997403722329,238.59760934983294,c_win
D- vs. D+,Party/Policy Bundle,Squared,-0.1,Mean,0.3290790220326688,0.010472272949808717,0.3074897178186506,0.34946160523983405,0.32867271311955704,0.32870635117760444,1,0,0,1000,0.3290790220326682,0.01025803291967886,32.08012926156319,2.7846515644312857e-125,0.30892666904685034,0.34923137501848606,519.1950628885402,c_win
D- vs. D+,Party/Policy Bundle,Squared,0.1,Mean,0.40442710923558906,0.01085812756180821,0.38322575903746336,0.4260188162287689,0.4045465886001214,0.404726921159838,1,0,0,1000,0.40442710923558794,0.010867102493084865,37.21572604039943,1.7355160156731895e-145,0.3830757262666861,0.42577849220448977,494.5480414115427,c_win
D- vs. D+,Party/Policy Bundle,Squared,0.3,Mean,0.5421473860082989,0.02085454064264648,0.5024284813612813,0.5806761412010172,0.5428012525785073,0.5426226745484195,1,0,0,1000,0.5421473860082987,0.021299857314565122,25.453099426988704,1.1689807281119294e-69,0.5001855598534397,0.5841092121631577,236.3461075451577,c_win
D- vs. D+,Party/Policy Bundle,Squared,0.5,Mean,0.5672724678773855,0.028123050229835255,0.5105876186972201,0.6198416184125973,0.568837107432217,0.5680091941307083,1,0,0,1000,0.5672724678773858,0.027859076176029625,20.362213890117282,9.752616718867224e-45,0.512218951006447,0.6223259847483247,147.814405153517,c_win
D- vs. D+,Party/Policy Bundle,Squared,0.7,Mean,0.6874061023996437,0.02816284896027243,0.6309219017117746,0.7416249737934317,0.6886118474551355,0.6871183738739363,1,0,0,1000,0.687406102399643,0.028701622798335928,23.950077918224807,4.363877924760791e-46,0.6305429549781133,0.7442692498211726,112.98970885079235,c_win
D- vs. D+,Party/Policy Bundle,Squared,0.9,Mean,0.8036542228457481,0.027467405188841002,0.7472813453384917,0.8553174899474304,0.804978774227175,0.8033540707247236,1,0,0,1000,0.8036542228457484,0.027117809199378163,29.63566182419253,2.4177368574026975e-45,0.7497014428856121,0.8576070028058846,81.31357996174015,c_win
D- vs. D+,Policy Rank,Absolute,-0.9,Mean,0.20564793050946156,0.028380040990265046,0.14952160666836345,0.2621482973439548,0.2055316133698883,0.20524794744256367,1,0,0,1000,0.2056479305094615,0.029427998433206117,6.988172538347407,4.014072182181423e-10,0.14721571879489398,0.26408014222402904,93.72551012119662,c_win
D- vs. D+,Policy Rank,Absolute,-0.7,Mean,0.22598324157145205,0.02359145318420616,0.17923038227329388,0.27355066183289406,0.2267934562678503,0.22643822040878384,1,0,0,1000,0.22598324157145216,0.02301697028290248,9.81811414768683,2.4040726692684067e-18,0.18055128267235773,0.27141520047054657,172.07368144083176,c_win
D- vs. D+,Policy Rank,Absolute,-0.5,Mean,0.24455938993146545,0.01711215630733751,0.21156376584099698,0.27985274266259524,0.24348789468697718,0.2443519573169108,1,0,0,1000,0.24455938993146548,0.016571605739768756,14.757736442194533,1.733533092349577e-36,0.2119324122508329,0.27718636761209803,268.20661712985554,c_win
D- vs. D+,Policy Rank,Absolute,-0.3,Mean,0.2580874857398735,0.012249880441019117,0.23398895738189446,0.28233626905615883,0.2582474321391409,0.2580595789633329,1,0,0,1000,0.25808748573987267,0.01276139603157572,20.224079332800486,1.4924731894914683e-62,0.23299701363520978,0.28317795784453553,386.36995025543257,c_win
D- vs. D+,Policy Rank,Absolute,-0.1,Mean,0.3237146494923286,0.01005373176520287,0.30487848501659176,0.3431432191080408,0.3239993502900116,0.3239846350625071,1,0,0,1000,0.3237146494923296,0.010186577018269641,31.778550234465108,1.4905869498481725e-126,0.3037052485999433,0.3437240503847159,549.4439822916069,c_win
D- vs. D+,Policy Rank,Absolute,0.1,Mean,0.3901578185485259,0.010430313604289237,0.3702452990233217,0.41051624964142347,0.38981985302417077,0.3901634594514942,1,0,0,1000,0.39015781854852466,0.010209564065279522,38.21493415917389,3.665516010623507e-155,0.37010214826322335,0.41021348883382597,535.9332778574679,c_win
D- vs. D+,Policy Rank,Absolute,0.3,Mean,0.5039372533973403,0.016184635672501214,0.47176585529238857,0.5355542683575886,0.5042635294665893,0.504164365388126,1,0,0,1000,0.5039372533973422,0.01569299271914187,32.112246683365484,1.393226497966477e-111,0.47308384707287693,0.5347906597218075,390.173086016448,c_win
D- vs. D+,Policy Rank,Absolute,0.5,Mean,0.5663082649328105,0.018401699948385825,0.5291180197561426,0.6005654433417509,0.5662150132621707,0.5656713859858018,1,0,0,1000,0.5663082649328087,0.018609804048255192,30.430640938742414,8.845790822141173e-91,0.5296753790748644,0.60294115079075306,280.0028816958424,c_win
D- vs. D+,Policy Rank,Absolute,0.7,Mean,0.6448028353099536,0.02362486719956251,0.5955861254358497,0.6913085110080303,0.6438642004801178,0.6446167334017581,1,0,0,1000,0.6448028353099535,0.023646512970846616,27.268411038232994,1.501145210187851e-67,0.598158988642456,0.6914466819774511,189.72494843479933,c_win
D- vs. D+,Policy Rank,Absolute,0.9,Mean,0.6907717891085574,0.03400884145288825,0.6242679404556155,0.7555399142701384,0.6916140897315337,0.6907715350510171,1,0,0,1000,0.6907717891085573,0.03356676729937583,20.579038277582427,3.687639590565557e-39,0.6242363789884539,0.7573071992286607,107.96361046388397,c_win
D- vs. D+,Policy Rank,Squared,-0.9,Mean,0.23725650442222457,0.03497247355392801,0.17128549508521934,0.30607334156293226,0.23566907097722442,0.23720382748578045,1,0,0,1000,0.2372565044222244,0.035191921399723707,6.741788881811015,2.64252841763372e-9,0.16717001245168972,0.3073429963927591,76.28901799517023,c_win
D- vs. D+,Policy Rank,Squared,-0.7,Mean,0.22551028827838,0.02247225228035042,0.1825131933654412,0.2705951651891719,0.22531479778371416,0.22545330363347027,1,0,0,1000,0.22551028827837996,0.021851420284871904,10.320166164874163,7.411003407758075e-20,0.1823882378586097,0.26863233869815023,177.47371830573167,c_win
D- vs. D+,Policy Rank,Squared,-0.5,Mean,0.2513674948431321,0.013948415361902205,0.2247920796803569,0.2794726109808334,0.25024554879826866,0.2509617216127152,1,0,0,1000,0.2513674948431319,0.013587781963408489,18.499523728012228,6.319685328269223e-54,0.2246444755057033,0.2780905141805606,353.641192464949,c_win
D- vs. D+,Policy Rank,Squared,-0.3,Mean,0.29264029670672853,0.01185841706760583,0.2693862441373915,0.3160164036160265,0.29313918433861624,0.29297138905273046,1,0,0,1000,0.2926402967067293,0.012571701525287568,23.277700008872536,1.8897426857971814e-78,0.26793151521778324,0.31734907819567537,435.30546621365835,c_win
D- vs. D+,Policy Rank,Squared,-0.1,Mean,0.3300534907299815,0.01152036543787884,0.3086747569043133,0.3524150669229575,0.3306561677740507,0.3303042669040095,1,0,0,1000,0.330053490729982,0.01174695647467025,28.09693655047334,3.9887535106819005e-103,0.30697119025628194,0.3531357912036821,476.0146064722658,c_win
D- vs. D+,Policy Rank,Squared,0.1,Mean,0.3864128011852066,0.011851497716148143,0.36172581635703055,0.40916199201320946,0.3860272544341955,0.38634234855513105,1,0,0,1000,0.3864128011852086,0.01176610415363153,32.841184825475544,5.154725706296028e-123,0.3632912245502647,0.4095343778201525,463.03749715118414,c_win
D- vs. D+,Policy Rank,Squared,0.3,Mean,0.4535519971946134,0.013316253737539209,0.4270359434078482,0.479349717334649,0.4538753638765811,0.45365266077913174,1,0,0,1000,0.45355199719461564,0.013363961607843155,33.93843910240143,1.418286013148143e-125,0.42728772295473744,0.47981627143449385,445.26505140802544,c_win
D- vs. D+,Policy Rank,Squared,0.5,Mean,0.5443331348680955,0.01577909429550604,0.5121505368199781,0.5748101565065272,0.5444048116356797,0.5442901991698718,1,0,0,1000,0.5443331348680955,0.015622548549782319,34.84278721448941,5.974891452321194e-116,0.5136075000054734,0.5750587697307177,350.8123872215232,c_win
D- vs. D+,Policy Rank,Squared,0.7,Mean,0.6069644559889509,0.023932097131117196,0.5624035648465259,0.6535736272514936,0.60728127552263,0.6068071571300195,1,0,0,1000,0.6069644559889504,0.024249520964463502,25.029956545468565,8.569967435496918e-64,0.5591494873115715,0.6547794246663293,201.78177189244443,c_win
D- vs. D+,Policy Rank,Squared,0.9,Mean,0.7010106234426681,0.03800685997982702,0.6232421865537257,0.7729696953244463,0.6996590091603844,0.7000266989410578,1,0,0,1000,0.7010106234426685,0.0364853821496989,19.213465287726297,5.7749870964324215e-33,0.6284863852603054,0.7735348616250316,86.52695603368599,c_win
D- vs. D+,Policy Rating,Absolute,-0.9,Mean,0.13150831507246744,0.040475932529183634,0.06389095052548938,0.21600335152374855,0.12907939925403106,0.13288064737412733,1,0,0,1000,0.1315083150724674,0.04058704520470553,3.2401549412919755,0.0024697664432720926,0.04937112272417993,0.2136455074207549,38.38399974455339,c_win
D- vs. D+,Policy Rating,Absolute,-0.7,Mean,0.08902261518552819,0.021085985424152368,0.049513042919293766,0.13287807291390064,0.08865096848308546,0.08885570994995862,1,0,0,1000,0.08902261518552824,0.021441153634053512,4.151950809406997,9.125931532938085e-5,0.04626246194393221,0.13178276842712427,70.26913178251657,c_win
D- vs. D+,Policy Rating,Absolute,-0.5,Mean,0.16025821394502127,0.013374608161615339,0.1332020282016779,0.18556076108013608,0.16001751132398226,0.16017993081643817,1,0,0,1000,0.16025821394502135,0.013357166742957713,11.997919695770372,2.5874955318637226e-27,0.13397164829425212,0.18654477959579058,297.3274538846513,c_win
D- vs. D+,Policy Rating,Absolute,-0.3,Mean,0.22435211571604166,0.013473667935143865,0.19697206825771424,0.24949763031924982,0.22425091150981644,0.22417809049636775,1,0,0,1000,0.22435211571604155,0.013414958379276313,16.724026223042557,2.905128512665847e-46,0.19796556725291595,0.2507386641791671,340.77728977246,c_win
D- vs. D+,Policy Rating,Absolute,-0.1,Mean,0.341479451397111,0.009536740954555811,0.3238361317072973,0.3598327109152891,0.3412126675483952,0.341452761754791,1,0,0,1000,0.34147945139711244,0.00965126650599772,35.38182798961174,1.594722909801225e-138,0.32251764254198484,0.36044126025224005,502.46714165801075,c_win
D- vs. D+,Policy Rating,Absolute,0.1,Mean,0.40013995925921186,0.009917198363337475,0.38147344794577986,0.4198911674402632,0.40068414323632817,0.4008747524651046,1,0,0,1000,0.4001399592592114,0.009781589297082876,40.907458604763086,1.363277337494221e-161,0.3809218342732534,0.41935808424516946,499.5452204721332,c_win
D- vs. D+,Policy Rating,Absolute,0.3,Mean,0.5210330867621532,0.0150625323265122,0.4900419544221297,0.5508164469456329,0.5202931941444089,0.5204758660714076,1,0,0,1000,0.5210330867621524,0.01540017300506535,33.832937239781444,3.37903456886411e-110,0.4907400874800891,0.5513260860442157,335.69815937578534,c_win
D- vs. D+,Policy Rating,Absolute,0.5,Mean,0.6470319454746151,0.019081249161241872,0.6076418048920719,0.6831071857782541,0.6472125191399101,0.6465972422855648,1,0,0,1000,0.6470319454746161,0.018520719370679308,34.93557310192558,2.640225014857555e-99,0.6105592734528227,0.68350461749640945,255.55308678091114,c_win
D- vs. D+,Policy Rating,Absolute,0.7,Mean,0.7488778339624882,0.032772308188323634,0.6852335200912911,0.8111171414212975,0.7489358435632212,0.7493279900609839,1,0,0,1000,0.7488778339624886,0.03355930905286948,22.315055199220676,8.564757266437092e-38,0.6821765399217753,0.815579128003202,87.13587700297818,c_win
D- vs. D+,Policy Rating,Absolute,0.9,Mean,0.798989811240393,0.0390327266772787,0.7206625738510112,0.8712054227216159,0.7989181047457121,0.7971421163740486,1,0,0,1000,0.7989898112403926,0.038190760036915114,20.92102410290056,2.0570662154344672e-22,0.721669063566135,0.8763105589146502,37.88666198966856,c_win
D- vs. D+,Policy Rating,Squared,-0.9,Mean,0.12571082283188353,0.037679084302776035,0.058699658226448764,0.20438989163298243,0.12486526142422366,0.12681408724138638,1,0,0,1000,0.1257108228318835,0.03721398172580314,3.3780535433734338,0.0014907201364104106,0.05081117039905242,0.2006104752647146,46.187554936551564,c_win
D- vs. D+,Policy Rating,Squared,-0.7,Mean,0.12043241438083617,0.02788806171306919,0.07017631784406286,0.17669307991996858,0.11996084054466666,0.12164937045477468,1,0,0,1000,0.12043241438083624,0.028398062834118717,4.240867240991639,7.642036253370862e-5,0.06365238928806223,0.17721243947361026,61.28880032658209,c_win
D- vs. D+,Policy Rating,Squared,-0.5,Mean,0.17020254955641306,0.013727367711653435,0.14375616036217978,0.1972120285968666,0.16924631464965767,0.16979603341145652,1,0,0,1000,0.1702025495564128,0.013415657818522168,12.68685828595186,1.9606679615560604e-29,0.143793956425306,0.1966111426875196,279.415866216198,c_win
D- vs. D+,Policy Rating,Squared,-0.3,Mean,0.24616572567881478,0.014208590690361695,0.21770571887086,0.2762260808162513,0.24630010809552344,0.24627878219563115,1,0,0,1000,0.24616572567881514,0.014171415638713165,17.370581172310334,3.8510902518136573e-47,0.21827671778935281,0.2740547335682775,297.27256081041844,c_win
D- vs. D+,Policy Rating,Squared,-0.1,Mean,0.32804946125699735,0.009189782177052623,0.30981172659469564,0.3456053023760371,0.3275973557742917,0.3278978328373309,1,0,0,1000,0.32804946125699636,0.009478804589273573,34.6087376490728,3.6511144031852644e-137,0.3094281034184658,0.3466708190955269,521.1969392725039,c_win
D- vs. D+,Policy Rating,Squared,0.1,Mean,0.4145825005050556,0.01003373492114715,0.3953557066655491,0.4350998938480334,0.41524203935677517,0.41518447090864197,1,0,0,1000,0.41458250050505574,0.009733308051201785,42.59420315520237,4.825171370175224e-172,0.3954612550761111,0.4337037459340004,522.2656739647133,c_win
D- vs. D+,Policy Rating,Squared,0.3,Mean,0.4964981782020965,0.01666680563610154,0.46447221605573097,0.5281044161724807,0.49608951501145415,0.4964384796917038,1,0,0,1000,0.4964981782020962,0.016694454956203135,29.740304760151098,2.747422083052182e-93,0.4636508943824972,0.5293454620216952,313.6362348304895,c_win
D- vs. D+,Policy Rating,Squared,0.5,Mean,0.6355837584473489,0.018798040448600728,0.5975102040751922,0.6712906129279026,0.6357831910298797,0.6350427353311673,1,0,0,1000,0.6355837584473486,0.018519449875966053,34.319796900241016,3.0761119688104855e-94,0.599101185934928,0.6720663309597692,238.513852077641,c_win
D- vs. D+,Policy Rating,Squared,0.7,Mean,0.7268731052267036,0.03802972136949551,0.6442360277798699,0.800078806602689,0.7278367966908554,0.7261813562895695,1,0,0,1000,0.7268731052267037,0.03754887924252314,19.35805062334693,2.1495000393437618e-29,0.6519475394475326,0.8017986710058748,68.10321647093947,c_win
D- vs. D+,Policy Rating,Squared,0.9,Mean,0.8137789821753164,0.033486052570309614,0.7462898466735554,0.8755947014297105,0.8135582507436818,0.8128344548331525,1,0,0,1000,0.8137789821753166,0.034275949758113156,23.74198199957083,2.8270858287880446e-30,0.7450620590957744,0.8824959052548589,54.07623551294047,c_win
D- vs. D+,Spatial Distance,Absolute,-0.9,Mean,0.17608167044762363,0.06868589711331599,0.05266251889151697,0.3131611690696422,0.172082914234989,0.17520144497131465,0.995,0,0,1000,0.17608167044762368,0.07110985263258252,2.476192312722402,0.022695374560659783,0.027404066339109273,0.32475927455613807,19.301168342328044,c_win
D- vs. D+,Spatial Distance,Absolute,-0.7,Mean,0.20574651412199713,0.03250939767152429,0.14923569693658137,0.27075091122514394,0.20393609563176263,0.20572734633377993,1,0,0,1000,0.20574651412199715,0.03312363796249285,6.2114709246300706,2.2842413384043117e-8,0.13981748121219956,0.27167554703179475,79.1481826916335,c_win
D- vs. D+,Spatial Distance,Absolute,-0.5,Mean,0.2533112697427822,0.020365382520545487,0.2140288053152097,0.29213423046271636,0.2540560536902951,0.2537869319135039,1,0,0,1000,0.25331126974278245,0.019812436674112147,12.78546772965946,1.1220536269901732e-28,0.21427562974552106,0.29234690974004385,231.60802328044937,c_win
