"r_id","r_gender","r_age","r_educ","r_income","r_party","r_strength","r_lean","profile","access","balcony","bar","boats","call","cars","cfloor","cfurniture","channels","chocolate","cinternet","closet","coffee","color","cview","decor","door","elevators","fan","flooring","food","hallway","hours","kitchen","lamps","lights","linens","menu","office","parking","pillows","scent","service","shower","sinks","size","theme","thermo","towels","tv","valet","windows"
"R_1NqZUjhLXoaKBCr",2,32,2,2,2,1,NA,2,3,1,2,2,1,2,2,2,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,2,1,1,1,3,3,1,4,1,2,2,3,2,1,1,2,1
"R_1NqZUjhLXoaKBCr",2,32,2,2,2,1,NA,3,1,1,2,2,2,2,1,2,1,4,2,1,1,4,1,2,2,1,1,2,2,3,2,3,3,2,1,1,2,3,3,1,4,3,2,1,3,2,1,2,2,1
"R_1nTkdyO2NEeJ0Zn",1,47,5,3,2,1,NA,1,3,1,3,1,1,2,2,2,3,3,1,2,1,4,2,2,2,2,2,1,1,1,3,2,2,2,1,2,2,2,1,3,4,1,2,1,2,2,1,1,1,2
"R_1nTkdyO2NEeJ0Zn",1,47,5,3,2,1,NA,2,1,1,3,2,2,2,1,1,3,2,1,1,1,3,1,1,2,2,1,2,1,3,1,3,3,2,2,1,1,3,2,1,3,3,2,2,1,3,2,2,2,1
"R_1nTkdyO2NEeJ0Zn",1,47,5,3,2,1,NA,3,2,1,3,1,1,1,3,2,1,3,1,1,2,1,2,3,3,2,1,3,4,1,3,2,3,1,1,1,2,1,2,2,2,4,1,1,2,2,1,1,1,2
"R_1nUeKvynBhrrGZr",1,60,5,3,3,NA,1,1,1,1,3,1,2,1,2,1,3,2,2,2,2,4,2,3,3,1,1,1,1,3,3,2,3,1,1,1,2,1,1,2,4,3,1,1,3,3,1,1,1,1
"R_1nUeKvynBhrrGZr",1,60,5,3,3,NA,1,2,1,1,2,2,2,1,1,2,2,2,1,2,1,3,1,2,1,1,1,1,1,3,2,2,3,1,1,2,2,2,4,2,1,1,2,3,3,3,2,1,2,1
"R_1nUeKvynBhrrGZr",1,60,5,3,3,NA,1,3,1,1,3,2,1,1,3,2,2,2,1,1,2,3,1,2,1,2,1,2,1,1,2,1,3,2,2,2,2,3,1,2,3,3,1,1,3,3,2,1,2,1
"R_1nUPEunDjtTOdDc",2,53,6,3,2,0,NA,1,1,1,3,1,2,2,3,1,3,4,2,1,1,4,2,2,1,2,1,2,2,3,3,1,2,1,2,1,2,2,2,3,4,3,2,2,1,3,1,2,1,2
"R_1nUPEunDjtTOdDc",2,53,6,3,2,0,NA,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,3,3,3,3,1,2,1,3,3,1,1,2,2
"R_1nUPEunDjtTOdDc",2,53,6,3,2,0,NA,3,1,1,1,1,1,1,3,2,3,1,2,2,1,1,2,2,1,1,1,1,1,3,2,2,3,2,3,1,2,2,4,3,4,1,2,1,1,3,1,1,2,2
"R_1nUz51uZWG20ZUF",1,31,6,4,1,0,NA,1,1,1,2,1,2,3,2,2,3,2,1,2,3,4,2,2,2,2,1,1,4,3,1,3,1,2,1,2,2,3,2,1,4,2,2,1,3,2,1,1,1,2
"R_1nUz51uZWG20ZUF",1,31,6,4,1,0,NA,2,1,2,2,2,2,3,2,1,3,2,1,2,1,3,1,1,1,1,2,1,4,3,1,3,1,2,1,1,2,3,2,2,4,3,2,2,3,2,1,2,1,2
"R_1nUz51uZWG20ZUF",1,31,6,4,1,0,NA,3,3,1,3,1,2,1,3,1,3,2,1,1,2,4,2,3,3,2,1,2,4,3,1,2,1,1,1,1,2,3,2,1,2,4,1,2,1,1,1,1,1,2
"R_1NwBgowrBjY1e2k",1,30,5,4,3,NA,-1,1,1,2,2,2,1,1,1,1,1,4,1,2,1,1,1,2,1,1,1,1,1,1,3,2,3,2,1,2,1,2,3,1,3,1,2,2,3,1,1,2,2,2
"R_1NwBgowrBjY1e2k",1,30,5,4,3,NA,-1,2,1,2,2,2,1,3,2,1,1,4,2,2,3,4,1,1,1,1,1,1,1,3,3,3,3,2,1,2,1,3,3,1,3,1,2,2,3,1,1,1,2,2
"R_1NwBgowrBjY1e2k",1,30,5,4,3,NA,-1,3,2,1,2,1,1,1,1,1,1,1,1,2,1,4,2,1,3,1,1,3,1,2,3,2,2,2,1,2,2,1,2,3,3,4,1,2,3,1,1,1,2,1
"R_1NwRpOg7EKgipAo",1,25,3,1,2,0,NA,1,2,2,3,2,1,2,3,1,1,2,2,2,1,2,1,2,1,1,1,1,1,3,2,1,1,2,2,1,2,3,3,1,3,2,2,2,3,3,1,1,2,2
"R_1NwRpOg7EKgipAo",1,25,3,1,2,0,NA,2,1,1,3,1,2,1,1,1,1,2,2,1,1,4,2,3,3,1,1,3,4,2,1,1,1,2,2,2,2,2,3,3,3,3,1,2,2,2,1,1,1,1
"R_1NwRpOg7EKgipAo",1,25,3,1,2,0,NA,3,1,2,3,2,2,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2,3,1,2,1,2,2,1,2,3,3,1,3,2,2,2,3,3,1,1,1,1
"R_1NxBIYoydk4pypi",2,35,2,2,2,0,NA,1,1,1,3,1,2,1,3,1,2,4,1,2,2,4,2,2,2,1,2,1,2,1,3,2,2,1,1,1,2,1,2,3,3,4,2,1,3,2,1,1,1,1
"R_1NxBIYoydk4pypi",2,35,2,2,2,0,NA,2,3,1,3,1,1,2,1,2,1,4,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,4,1,3,2,2,2,2,2,2,2,1,1
"R_1NxBIYoydk4pypi",2,35,2,2,2,0,NA,3,1,2,3,2,1,3,3,1,3,1,1,2,2,4,1,2,2,1,2,1,1,2,3,2,2,1,2,1,2,1,2,2,4,4,2,2,2,1,2,1,1,1
"R_1nYBFfcYdQ3XlRG",1,44,3,2,1,0,NA,1,1,1,3,1,2,2,3,2,1,4,1,2,3,1,2,2,2,2,1,1,4,2,1,2,2,2,2,1,1,2,4,1,4,2,2,2,1,3,1,1,2,1
"R_1nYBFfcYdQ3XlRG",1,44,3,2,1,0,NA,2,1,2,3,1,1,3,3,2,3,4,1,2,1,4,2,1,2,1,1,2,1,1,1,1,3,2,2,1,2,2,3,3,3,3,2,2,3,3,2,1,2,1
"R_1nYBFfcYdQ3XlRG",1,44,3,2,1,0,NA,3,1,2,3,2,2,2,2,1,3,4,2,2,1,3,1,2,2,1,1,3,4,3,3,2,1,2,2,1,1,2,4,2,4,3,1,1,3,3,1,1,2,1
"R_1NyPLKUm921oEZy",2,29,5,3,2,0,NA,1,3,1,3,2,1,1,2,2,1,1,1,1,1,3,1,2,2,1,1,3,1,3,1,3,2,2,1,2,1,2,3,1,4,1,1,1,3,3,1,1,2,2
"R_1NyPLKUm921oEZy",2,29,5,3,2,0,NA,2,1,2,3,2,2,2,1,2,1,2,2,1,1,3,1,2,3,2,2,1,1,1,2,1,2,2,2,1,2,3,3,1,4,1,1,1,3,3,2,2,2,2
"R_1NyPLKUm921oEZy",2,29,5,3,2,0,NA,3,1,1,3,2,2,2,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,3,1,3,1,2,1,1,1,3,3,2,1,4,1,2,2,3,1,1,2,2
"R_1nZaFtRT5JwzaPs",1,23,5,3,3,NA,-1,1,3,2,3,1,2,1,3,1,2,2,2,2,1,3,2,3,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,4,2,1,2,2,3,2,2,2,2
"R_1nZaFtRT5JwzaPs",1,23,5,3,3,NA,-1,2,1,2,3,1,1,1,3,2,3,2,2,1,2,4,2,2,3,2,1,3,2,3,3,2,1,1,1,2,1,1,2,1,2,2,1,1,2,3,1,1,1,2
"R_1nZaFtRT5JwzaPs",1,23,5,3,3,NA,-1,3,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,2,3,1,2,2,3,2,4,4,2,1,2,3,3,1,2,1
"R_1NzFgBWqQLFACC8",1,72,2,2,2,1,NA,1,2,1,3,1,2,2,2,1,3,4,1,1,1,4,2,2,1,1,2,1,1,1,3,3,3,2,3,1,2,3,3,2,4,2,1,2,3,3,1,1,1,1
"R_1NzFgBWqQLFACC8",1,72,2,2,2,1,NA,2,2,2,2,2,2,3,2,2,3,2,1,2,1,2,2,1,1,2,1,1,1,1,1,3,1,2,3,1,1,3,3,3,4,2,2,2,3,2,1,1,2,2
"R_1NzFgBWqQLFACC8",1,72,2,2,2,1,NA,3,1,1,3,1,2,2,1,1,1,4,2,1,2,3,2,2,3,1,2,1,2,3,3,2,3,1,2,2,2,2,1,2,4,3,1,1,3,2,1,1,1,1
"R_1nZu2P3jgdfmpYL",2,55,5,5,2,0,NA,1,1,2,3,1,1,1,2,1,2,1,2,1,3,1,2,2,2,2,2,1,4,3,1,3,3,2,2,1,2,1,4,3,4,3,2,1,2,1,2,2,1,1
"R_1nZu2P3jgdfmpYL",2,55,5,5,2,0,NA,2,2,1,3,1,2,1,1,1,1,4,1,1,1,4,2,2,1,1,2,2,1,1,3,1,2,1,1,1,2,1,1,1,2,3,1,2,1,2,1,2,1,1
"R_1nZu2P3jgdfmpYL",2,55,5,5,2,0,NA,3,1,2,3,1,1,1,2,1,2,4,1,1,1,2,2,2,2,2,2,1,1,3,1,1,3,2,2,1,2,1,3,2,1,2,2,2,3,2,2,2,1,2
"R_1o0g181b7cBtifF",1,61,5,5,2,0,NA,1,1,2,3,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,3,1,3,2,2,3,1,2,3,1,2,2,1,2,1,2,2,2
"R_1o0g181b7cBtifF",1,61,5,5,2,0,NA,2,1,2,3,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,3,1,1,3,2,2,3,1,2,3,1,2,2,3,2,1,2,2,2
"R_1o0g181b7cBtifF",1,61,5,5,2,0,NA,3,1,2,3,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,3,1,1,3,2,2,3,1,3,3,1,2,1,3,2,1,2,2,2
"R_1o1HV52cn3Ceu9Q",2,53,1,1,2,1,NA,1,1,2,1,2,1,2,3,1,1,1,1,1,2,3,1,2,1,2,2,1,1,1,3,2,3,2,2,2,1,3,4,3,1,4,2,2,2,2,1,1,2,2
"R_1o1HV52cn3Ceu9Q",2,53,1,1,2,1,NA,2,1,2,2,1,1,2,2,1,1,2,1,1,1,3,2,2,1,1,2,1,1,3,3,2,3,2,1,1,1,3,2,3,1,2,2,2,2,2,1,1,2,2
"R_1o1HV52cn3Ceu9Q",2,53,1,1,2,1,NA,3,1,1,2,2,2,2,1,2,1,2,2,1,1,4,1,2,1,1,2,1,1,3,3,2,3,2,1,2,1,3,2,3,1,2,2,1,2,2,1,1,2,2
"R_1o1l9Y48mfZq7yy",1,40,5,2,1,1,NA,1,3,1,3,2,1,3,3,1,2,1,2,2,1,4,1,2,2,1,1,1,1,3,1,2,3,2,1,1,1,1,3,1,4,3,2,2,3,2,1,2,1,1
"R_1o1l9Y48mfZq7yy",1,40,5,2,1,1,NA,2,2,1,3,1,1,3,3,1,2,4,2,2,1,1,2,2,1,1,1,1,1,3,1,2,3,2,1,1,1,3,3,3,4,2,2,2,1,1,1,2,1,1
"R_1o1l9Y48mfZq7yy",1,40,5,2,1,1,NA,3,1,2,3,2,2,3,1,2,2,2,2,1,3,2,1,2,2,1,1,1,1,3,3,2,3,1,1,2,2,1,4,1,3,4,1,1,2,2,1,1,1,1
"R_1o291k2URZ3J0K1",2,40,3,2,1,0,NA,1,1,2,3,2,1,2,2,1,2,4,2,2,1,2,1,2,1,1,2,1,1,1,1,2,3,2,3,2,1,3,1,3,4,1,2,2,3,1,3,1,1,2
"R_1o291k2URZ3J0K1",2,40,3,2,1,0,NA,2,1,2,3,2,1,2,1,1,2,1,1,2,1,3,1,2,1,1,1,1,1,1,1,2,3,2,3,2,1,3,3,1,4,1,2,2,1,2,3,1,2,2
"R_1o291k2URZ3J0K1",2,40,3,2,1,0,NA,3,1,2,3,2,1,2,1,1,2,1,2,2,1,4,1,2,1,1,1,1,1,1,1,2,3,2,3,2,2,3,1,2,4,1,2,2,1,2,3,1,2,2
"R_1o88Hqqqj8AFRYe",2,49,3,4,1,0,NA,1,1,1,3,1,1,1,3,2,1,1,2,1,1,4,2,2,2,2,1,1,1,2,3,3,2,2,1,1,1,2,2,1,3,3,2,1,3,1,1,1,1,2
"R_1o88Hqqqj8AFRYe",2,49,3,4,1,0,NA,2,1,2,3,1,1,1,1,1,2,1,2,2,1,3,2,1,1,2,1,1,1,2,1,3,1,2,1,1,1,3,3,3,3,1,2,2,3,1,1,1,2,2
"R_1o88Hqqqj8AFRYe",2,49,3,4,1,0,NA,3,3,2,3,1,1,3,1,1,2,1,1,2,1,3,2,1,1,2,1,1,1,2,2,3,1,2,1,2,1,3,1,3,3,1,2,2,1,1,1,2,2,2
"R_1oaKyNDk6wS18Lz",2,22,5,1,2,1,NA,1,2,1,3,1,1,1,2,1,2,4,2,1,1,3,2,1,1,2,2,1,1,3,1,2,3,2,2,1,1,2,2,3,3,1,2,2,2,1,2,1,1,2
"R_1oaKyNDk6wS18Lz",2,22,5,1,2,1,NA,2,1,2,3,2,2,2,3,2,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,2,3,2,2,1,2,1,2,1,3,1,1,1,3,2,2,1,1,2
"R_1oaKyNDk6wS18Lz",2,22,5,1,2,1,NA,3,1,2,3,2,2,2,3,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,3,2,2,1,2,2,2,1,3,1,2,2,3,2,2,1,1,2
"R_1oaLDKATeSOxV4f",2,34,5,4,1,1,NA,1,1,1,1,1,2,3,1,2,2,3,2,1,1,2,2,2,3,2,2,2,2,3,3,2,3,2,2,1,2,2,1,3,4,2,1,1,2,1,1,2,1,1
"R_1oaLDKATeSOxV4f",2,34,5,4,1,1,NA,2,1,2,1,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,3,3,2,3,2,2,1,2,1,1,1,4,2,1,1,2,1,1,2,1,1
"R_1oaLDKATeSOxV4f",2,34,5,4,1,1,NA,3,3,2,1,2,2,1,2,1,2,1,1,1,1,4,1,2,1,2,2,2,2,3,3,2,3,2,2,1,2,1,1,3,4,2,1,2,2,1,1,2,1,1
"R_1oaLhNJVVRJb4eC",1,24,3,2,2,0,NA,1,3,1,2,1,1,2,3,1,3,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,3,2,3,1,2,1,1,1,3,3,1,2,3,2,3,1,2,1
"R_1oaLhNJVVRJb4eC",1,24,3,2,2,0,NA,2,1,2,1,1,1,2,1,2,3,4,1,2,2,4,1,2,2,2,2,1,4,3,1,3,1,2,3,2,2,2,4,2,1,2,2,2,2,3,1,2,1,2
"R_1oaLhNJVVRJb4eC",1,24,3,2,2,0,NA,3,3,1,3,2,1,3,3,1,3,4,1,2,1,2,2,2,1,2,1,1,3,3,2,3,3,2,1,1,2,3,4,2,1,3,1,2,2,3,1,2,2,2
"R_1oaOnm9Z7LwVH4f",2,40,5,2,2,0,NA,1,1,2,3,2,1,3,3,2,3,4,2,2,1,1,1,2,2,2,1,1,1,1,1,2,3,2,1,1,1,3,3,3,4,1,2,3,2,2,1,1,2,2
"R_1oaOnm9Z7LwVH4f",2,40,5,2,2,0,NA,2,1,1,3,2,1,3,2,2,3,4,1,2,1,2,1,1,2,1,1,1,1,2,1,2,3,2,2,2,1,2,3,3,4,1,2,3,3,2,1,1,2,2
"R_1oaOnm9Z7LwVH4f",2,40,5,2,2,0,NA,3,1,1,3,1,1,3,3,2,3,4,1,2,1,4,2,1,2,1,2,1,1,3,1,2,3,2,2,2,1,2,3,3,4,1,2,1,2,1,1,1,2,1
"R_1oAVwPWKvU70BuG",2,70,3,3,1,0,NA,1,1,1,3,1,1,1,3,2,1,2,1,2,1,4,2,2,1,2,1,1,1,3,3,3,2,2,2,2,2,1,4,3,4,1,2,1,3,3,1,1,1,2
"R_1oAVwPWKvU70BuG",2,70,3,3,1,0,NA,2,1,2,3,2,1,2,3,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,3,2,2,2,2,1,2,1,4,1,4,3,2,2,3,3,1,1,1,2
"R_1oAVwPWKvU70BuG",2,70,3,3,1,0,NA,3,1,2,3,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,1,4,2,3,1,2,2,2,3,1,1,1,2
"R_1oAwVxbz9LDCYuN",2,29,5,2,1,0,NA,1,3,1,2,1,1,3,3,2,1,1,1,2,1,3,2,2,2,1,1,1,2,2,1,3,3,2,3,1,1,1,3,3,4,2,2,3,2,4,1,1,2,2
"R_1oAwVxbz9LDCYuN",2,29,5,2,1,0,NA,2,1,1,2,1,1,3,3,1,1,1,1,2,1,4,2,1,1,2,1,1,2,2,1,3,3,2,3,1,1,2,3,3,4,2,2,3,2,4,1,1,2,2
"R_1oAwVxbz9LDCYuN",2,29,5,2,1,0,NA,3,1,2,2,2,1,3,1,1,3,1,1,2,1,4,2,2,2,1,1,1,1,1,1,3,3,2,3,1,1,3,3,2,4,1,2,3,3,3,1,1,2,2
"R_1obC4VELogC9NHP",2,48,3,2,2,0,NA,1,1,2,2,2,1,1,3,1,1,4,2,2,1,3,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,3,3,3,1,2,3,3,1,2,1,2,2
"R_1obC4VELogC9NHP",2,48,3,2,2,0,NA,2,1,1,3,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,3,1,1,1,2,2,4,1,4,3,2,1,3,2,1,1,1,2
"R_1obC4VELogC9NHP",2,48,3,2,2,0,NA,3,1,2,1,2,1,2,3,1,2,4,1,2,1,3,1,1,1,2,1,1,1,2,2,3,3,2,3,1,1,3,3,3,3,1,2,2,3,1,3,2,2,2
"R_1oBh1mBlD8rpzs9",2,31,5,3,2,1,NA,1,3,1,3,2,2,2,2,1,1,4,1,2,1,2,1,2,1,1,1,1,1,3,1,2,2,2,2,1,2,3,2,3,4,1,2,2,3,1,1,1,2,2
"R_1oBh1mBlD8rpzs9",2,31,5,3,2,1,NA,2,2,1,3,1,2,1,1,2,2,4,1,2,2,4,2,1,2,1,1,3,4,3,3,2,2,2,2,2,1,1,2,3,3,3,1,1,1,1,1,2,1,1
"R_1oBh1mBlD8rpzs9",2,31,5,3,2,1,NA,3,1,2,1,1,1,1,2,2,2,4,2,1,2,3,2,1,3,2,1,3,2,2,3,2,3,1,1,2,1,1,4,1,2,4,1,1,2,2,1,2,1,2
"R_1oBkdW2f50ZJ21n",2,56,5,3,3,NA,-1,1,1,2,3,1,1,2,1,2,3,1,2,1,1,4,2,2,2,1,1,1,1,1,1,2,1,2,3,2,1,3,3,3,4,1,2,3,3,3,1,2,2,2
"R_1oBkdW2f50ZJ21n",2,56,5,3,3,NA,-1,2,1,2,2,1,1,1,1,2,2,1,1,2,1,3,2,1,2,1,1,3,2,2,1,3,3,2,1,1,2,2,1,1,3,1,2,1,1,3,1,1,2,2
"R_1oBkdW2f50ZJ21n",2,56,5,3,3,NA,-1,3,1,2,2,1,1,3,3,1,3,1,1,1,1,1,2,1,2,2,1,3,2,3,3,1,3,2,3,1,1,2,2,2,3,1,2,1,2,3,1,2,2,2
"R_1oBlXEPzwx9POME",2,34,4,2,2,1,NA,1,1,2,3,2,1,1,3,1,1,1,2,2,1,3,1,2,1,1,1,1,1,2,1,3,3,2,1,1,1,3,2,1,4,2,2,2,3,1,3,1,2,1
"R_1oBlXEPzwx9POME",2,34,4,2,2,1,NA,2,2,1,3,1,1,1,2,1,2,2,1,1,2,4,2,2,1,1,1,1,1,3,1,1,3,1,1,2,1,3,4,3,3,3,2,2,3,2,1,1,1,1
"R_1oBlXEPzwx9POME",2,34,4,2,2,1,NA,3,2,1,3,1,1,2,3,1,1,4,2,2,2,1,2,2,2,2,1,1,1,1,1,1,3,2,1,1,2,1,2,2,4,2,2,2,3,1,2,1,2,1
"R_1OCTH4A6BKPsPUf",1,29,5,5,2,0,NA,1,1,1,3,1,1,2,2,1,2,2,1,1,3,4,2,2,1,2,1,1,1,1,1,3,2,2,1,1,1,2,3,3,4,2,2,2,1,3,2,1,1,1
"R_1OCTH4A6BKPsPUf",1,29,5,5,2,0,NA,2,1,1,3,1,1,2,3,1,2,2,1,1,2,4,2,2,1,1,1,3,1,3,1,3,2,2,1,1,2,2,3,3,4,2,2,2,1,3,2,1,1,1
"R_1OCTH4A6BKPsPUf",1,29,5,5,2,0,NA,3,1,1,3,2,1,2,3,2,1,2,2,1,2,4,1,2,1,1,1,3,1,3,1,1,2,2,1,1,2,2,2,3,4,2,2,1,1,3,2,1,1,1
"R_1ODnXLWVcy1rR7I",2,40,5,3,2,1,NA,1,2,1,3,2,1,2,3,2,3,2,1,2,1,1,1,2,2,1,2,2,1,3,3,2,2,1,1,2,2,1,4,3,4,4,1,1,3,2,1,2,1,2
"R_1ODnXLWVcy1rR7I",2,40,5,3,2,1,NA,2,1,1,3,1,1,3,3,2,1,4,2,1,1,4,2,1,3,1,1,3,4,3,3,2,1,2,1,1,1,2,3,1,3,2,2,2,1,3,2,1,2,1
"R_1ODnXLWVcy1rR7I",2,40,5,3,2,1,NA,3,2,1,3,2,1,2,3,1,3,2,1,2,1,3,1,2,2,1,2,2,1,3,3,2,2,1,2,2,2,1,4,3,4,4,2,2,3,2,2,2,2,2
"R_1oduXNf2B0X1irl",2,47,6,1,3,NA,1,1,1,1,3,1,2,3,1,1,2,4,1,2,1,4,2,2,2,2,1,2,1,1,3,3,3,2,3,1,2,3,4,3,4,1,2,2,3,4,2,2,1,1
"R_1oduXNf2B0X1irl",2,47,6,1,3,NA,1,2,1,1,3,1,2,1,3,2,3,1,2,1,2,1,2,3,2,2,1,2,2,3,3,2,3,1,2,1,2,1,4,1,2,4,1,1,1,3,1,2,1,1
"R_1oduXNf2B0X1irl",2,47,6,1,3,NA,1,3,1,2,3,2,1,3,1,1,2,4,1,2,1,2,1,1,3,1,1,1,1,1,1,3,3,2,3,1,2,2,2,3,4,1,2,2,3,4,2,2,2,1
"R_1oehsLqgdcl8vOB",1,57,2,1,3,NA,1,1,1,1,2,2,1,3,3,2,1,4,1,1,1,3,1,2,1,2,1,1,1,2,2,1,3,2,1,1,2,3,2,1,4,3,2,1,3,3,1,1,2,1
"R_1oehsLqgdcl8vOB",1,57,2,1,3,NA,1,2,1,1,1,1,1,3,1,1,3,2,1,2,1,3,2,2,1,1,2,1,1,1,1,2,3,2,1,1,1,2,2,1,4,3,1,2,3,3,1,2,1,1
"R_1oehsLqgdcl8vOB",1,57,2,1,3,NA,1,3,1,1,2,2,1,3,2,2,1,4,1,1,1,3,1,2,1,2,1,1,1,2,2,1,3,2,1,1,2,3,2,1,4,3,2,1,3,3,1,1,2,1
"R_1oFLRSwEdV7votI",2,59,4,1,1,0,NA,1,1,1,3,1,1,1,2,1,1,4,1,2,1,3,2,2,2,1,2,1,1,3,1,2,3,2,2,1,2,2,4,3,1,3,1,2,3,3,2,2,1,1
"R_1oFLRSwEdV7votI",2,59,4,1,1,0,NA,2,1,1,3,2,1,1,1,1,1,4,2,1,1,1,1,2,2,1,2,1,1,3,1,2,3,2,2,1,2,2,4,1,1,3,1,2,2,3,2,2,2,1
"R_1oFLRSwEdV7votI",2,59,4,1,1,0,NA,3,1,1,3,1,1,1,2,1,1,4,2,1,1,4,2,2,1,1,2,3,1,1,1,2,3,2,2,2,1,3,4,1,1,1,2,3,1,3,2,1,2,1
"R_1OH8N89kialedR8",1,32,5,2,3,NA,0,1,1,1,3,1,1,2,3,2,3,2,1,2,1,4,2,2,2,1,2,1,1,3,3,2,3,2,1,1,2,3,4,3,4,1,2,1,1,1,1,1,2,1
"R_1OH8N89kialedR8",1,32,5,2,3,NA,0,2,3,2,3,2,1,3,1,1,3,1,2,2,1,3,1,1,1,2,1,1,1,3,3,2,3,2,1,1,1,3,3,1,3,3,1,2,3,1,1,2,2,1
"R_1OH8N89kialedR8",1,32,5,2,3,NA,0,3,2,1,3,1,1,1,3,2,1,2,2,1,2,4,2,2,3,1,1,2,2,3,3,2,3,1,1,1,2,1,2,2,4,4,2,1,2,1,1,1,1,1
"R_1oHktqkv6nLxUZp",2,24,5,1,2,0,NA,1,1,2,3,2,1,3,3,2,1,1,1,2,1,4,1,1,1,2,2,1,1,2,2,3,1,2,2,1,1,3,3,3,3,1,2,1,3,1,2,1,2,2
"R_1oHktqkv6nLxUZp",2,24,5,1,2,0,NA,2,1,2,3,1,1,2,3,2,3,4,2,2,1,4,2,1,2,2,2,1,1,3,2,3,1,2,1,1,2,2,2,3,4,2,2,1,1,2,1,1,1,2
"R_1oHktqkv6nLxUZp",2,24,5,1,2,0,NA,3,1,2,3,2,1,2,3,2,3,4,2,2,1,4,1,1,1,2,1,1,1,3,2,3,1,2,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,2
"R_1oI0suEJClKoWsY",1,29,5,5,3,NA,-1,1,1,2,3,1,1,3,3,2,3,1,1,2,1,4,2,2,2,1,2,3,1,3,1,3,3,2,1,2,2,2,3,1,3,3,1,1,2,2,1,2,1,2
"R_1oI0suEJClKoWsY",1,29,5,5,3,NA,-1,2,1,2,3,1,1,3,3,2,3,1,2,2,1,1,2,2,2,1,2,3,1,1,3,3,1,1,1,2,2,2,2,1,3,3,2,1,2,2,1,2,1,2
"R_1oI0suEJClKoWsY",1,29,5,5,3,NA,-1,3,3,1,3,2,1,2,2,2,3,1,2,2,2,1,1,1,2,1,2,1,1,3,3,3,1,1,1,2,1,2,2,3,3,3,2,1,3,2,1,2,1,2
"R_1OIeqUHykU31KDi",1,42,3,2,3,NA,1,1,1,1,3,2,1,1,3,1,3,1,1,2,1,3,1,2,1,1,1,1,2,3,1,2,3,2,1,1,2,3,2,3,4,1,2,2,3,1,1,2,2,1
"R_1OIeqUHykU31KDi",1,42,3,2,3,NA,1,2,1,1,3,2,1,1,1,1,3,1,2,2,1,1,1,2,2,1,2,1,2,3,1,2,1,2,1,1,1,3,4,3,3,3,2,2,3,1,1,2,2,1
"R_1OIeqUHykU31KDi",1,42,3,2,3,NA,1,3,3,1,3,2,1,1,2,1,3,1,1,1,2,3,1,2,1,1,2,1,1,1,3,2,2,2,1,1,2,3,3,3,4,3,2,2,2,1,1,2,2,1
"R_1oiNc7352EqH8Q9",1,46,5,4,3,NA,-1,1,1,1,3,1,2,1,3,1,3,4,1,2,1,4,2,2,2,2,1,1,1,1,3,1,2,2,3,1,2,1,2,3,3,3,1,2,3,3,1,2,1,1
"R_1oiNc7352EqH8Q9",1,46,5,4,3,NA,-1,2,1,2,3,2,1,3,3,1,3,2,1,1,1,2,1,1,2,2,1,2,2,3,1,2,2,2,3,1,2,2,1,1,4,3,2,2,1,2,1,2,1,2
"R_1oiNc7352EqH8Q9",1,46,5,4,3,NA,-1,3,1,1,3,1,2,1,3,1,3,4,2,2,1,4,2,2,2,2,1,1,1,1,3,1,2,2,3,1,2,1,2,3,3,3,1,2,3,3,1,2,1,1
"R_1oIvh8kuZDICSAu",1,32,5,2,3,NA,0,1,1,1,2,2,2,3,3,2,3,4,2,2,1,4,1,2,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,4,3,2,2,3,2,1,2,1,1
"R_1oIvh8kuZDICSAu",1,32,5,2,3,NA,0,2,1,1,2,1,2,3,2,2,3,4,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,1,2,3,4,3,2,2,2,1,1,2,1,1
