"r_id","r_gender","r_age","r_educ","r_income","r_party","r_strength","r_lean","profile","access","balcony","bar","boats","call","cars","cfloor","cfurniture","channels","chocolate","cinternet","closet","coffee","color","cview","decor","door","elevators","fan","flooring","food","hallway","hours","kitchen","lamps","lights","linens","menu","office","parking","pillows","scent","service","shower","sinks","size","theme","thermo","towels","tv","valet","windows"
"R_u49FIorXKNGiHUB",2,62,6,2,2,1,NA,2,1,1,3,1,2,1,2,2,1,2,2,1,1,3,2,2,2,1,1,3,2,1,3,2,3,1,1,1,2,1,2,1,1,2,1,1,3,2,1,1,1,1
"R_u49FIorXKNGiHUB",2,62,6,2,2,1,NA,3,2,2,3,2,1,1,1,1,1,4,1,1,1,3,1,2,2,1,2,1,2,1,1,2,3,2,1,1,2,2,1,3,3,4,1,1,3,2,1,1,1,2
"R_u87iy51EZntNLEZ",2,53,3,3,3,NA,-1,1,1,1,1,2,1,2,1,1,1,4,2,2,1,2,1,2,3,1,1,1,1,1,2,3,3,1,2,1,2,3,2,1,4,1,2,2,3,1,2,2,2,1
"R_u87iy51EZntNLEZ",2,53,3,3,3,NA,-1,2,1,1,2,1,1,1,2,1,1,4,1,1,1,3,2,2,3,1,1,1,1,2,2,3,3,2,2,2,2,2,3,1,3,3,2,2,2,2,2,1,2,2
"R_u87iy51EZntNLEZ",2,53,3,3,3,NA,-1,3,1,1,2,1,2,3,3,1,1,4,2,1,1,1,2,2,3,1,2,1,1,1,2,3,3,1,2,1,2,2,3,2,4,1,2,2,2,1,2,2,2,2
"R_uaElWWOHJAsjO8N",1,32,5,1,1,1,NA,1,3,2,2,2,1,3,2,1,1,1,2,2,1,3,1,1,2,2,1,1,1,2,1,3,2,2,1,1,2,2,2,1,4,1,2,3,3,3,1,1,2,2
"R_uaElWWOHJAsjO8N",1,32,5,1,1,1,NA,2,1,2,2,2,1,3,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,2,1,3,2,2,1,1,2,2,2,1,4,1,2,3,3,3,1,1,2,2
"R_uaElWWOHJAsjO8N",1,32,5,1,1,1,NA,3,2,2,2,2,1,3,3,1,1,1,2,2,1,3,1,1,2,1,1,1,1,2,1,3,2,2,1,1,2,2,2,1,4,1,2,3,3,3,1,1,2,2
"R_uaL7iQI9BLol3Y5",1,24,4,2,3,NA,0,1,1,1,3,2,2,1,1,2,3,1,1,2,1,3,1,2,1,1,2,3,2,3,3,3,3,2,1,2,2,1,4,1,4,4,2,3,2,2,1,2,2,1
"R_uaL7iQI9BLol3Y5",1,24,4,2,3,NA,0,2,2,1,3,2,1,1,1,1,3,1,1,2,1,2,1,2,2,1,1,1,1,2,3,3,2,1,3,1,1,2,4,3,1,4,1,2,2,3,3,2,1,1
"R_uaL7iQI9BLol3Y5",1,24,4,2,3,NA,0,3,3,2,1,1,2,1,2,2,2,2,1,2,3,1,1,2,2,1,1,2,2,3,3,1,2,2,2,2,1,3,4,2,1,1,1,3,3,3,1,1,1,2
"R_UarfKgk4d8m7keR",2,25,5,2,2,1,NA,1,1,1,3,1,2,1,2,2,2,2,2,1,2,4,2,2,3,1,1,2,2,3,3,2,3,1,1,2,2,1,4,3,4,3,1,1,1,3,1,1,1,1
"R_UarfKgk4d8m7keR",2,25,5,2,2,1,NA,2,2,1,3,2,1,2,2,2,3,1,1,1,1,1,1,1,2,2,1,2,1,2,3,1,3,1,1,1,2,2,4,1,4,3,2,1,3,3,1,1,1,1
"R_UarfKgk4d8m7keR",2,25,5,2,2,1,NA,3,2,2,2,2,2,1,1,2,1,4,2,1,1,4,1,2,1,2,1,2,4,1,1,1,3,2,1,1,1,2,2,2,4,4,2,3,2,4,1,1,1,1
"R_UarWiRyyTT8DCDv",1,34,6,4,3,NA,0,1,3,1,3,1,2,1,3,2,3,1,1,2,2,4,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,3,3,1,1,3,1,1,2,1,2
"R_UarWiRyyTT8DCDv",1,34,6,4,3,NA,0,2,1,2,3,2,1,1,1,1,2,1,2,1,1,4,1,1,1,2,2,1,4,2,1,2,2,2,2,1,1,2,1,3,3,2,2,2,2,3,2,2,2,1
"R_UarWiRyyTT8DCDv",1,34,6,4,3,NA,0,3,2,1,3,2,1,1,3,1,1,1,1,2,1,3,1,2,2,1,1,2,2,3,3,2,2,1,2,1,1,2,2,3,3,3,2,2,2,2,2,1,1,1
"R_uaXcYyP5FR4G5Wx",1,28,5,4,1,0,NA,1,3,2,3,1,1,1,2,1,2,4,2,2,1,4,2,1,2,1,1,1,2,2,1,1,3,2,1,2,1,2,2,3,4,1,2,2,3,2,1,1,1,1
"R_uaXcYyP5FR4G5Wx",1,28,5,4,1,0,NA,2,3,1,3,2,1,1,3,2,2,4,2,2,1,4,1,2,2,1,1,1,2,2,1,2,3,2,1,2,1,2,2,3,4,2,2,1,3,2,1,1,1,1
"R_uaXcYyP5FR4G5Wx",1,28,5,4,1,0,NA,3,3,1,3,2,1,1,3,2,2,4,2,2,1,4,1,2,2,1,1,1,2,2,1,2,3,2,1,2,1,2,2,3,4,2,2,1,3,2,1,1,1,1
"R_UbiEikQKjeu0QeZ",2,26,6,6,2,0,NA,1,1,2,3,2,1,3,1,2,1,1,2,2,1,3,1,1,1,1,2,1,1,3,2,3,3,2,1,1,2,1,3,3,3,1,2,3,3,2,1,1,1,2
"R_UbiEikQKjeu0QeZ",2,26,6,6,2,0,NA,2,3,1,1,2,1,1,2,2,2,4,1,2,2,4,1,1,3,1,2,1,4,3,3,3,3,1,1,1,2,1,4,2,4,3,2,1,2,2,1,1,1,2
"R_UbiEikQKjeu0QeZ",2,26,6,6,2,0,NA,3,1,2,2,2,1,3,1,1,1,1,1,2,3,3,1,2,1,1,2,1,1,3,2,3,3,2,2,1,2,3,3,1,3,1,2,3,3,2,2,1,2,2
"R_Uc2VEuWzSGTsH5v",2,23,5,1,2,1,NA,1,1,1,3,1,1,2,1,1,3,1,1,1,2,3,2,2,3,2,1,3,2,3,1,2,1,1,2,2,2,2,1,1,1,1,2,2,3,3,1,2,1,1
"R_Uc2VEuWzSGTsH5v",2,23,5,1,2,1,NA,2,3,2,1,2,1,1,2,1,2,4,1,2,3,1,1,3,2,1,1,1,1,2,3,2,1,1,1,1,1,1,1,3,4,3,1,2,2,4,1,1,1,1
"R_Uc2VEuWzSGTsH5v",2,23,5,1,2,1,NA,3,3,1,3,1,1,1,2,1,1,3,1,1,1,2,2,2,2,2,1,3,2,1,1,2,2,1,1,1,2,2,3,2,2,2,2,2,2,2,1,2,2,1
"R_UDD9lHm3KK2J9lv",1,31,3,2,2,1,NA,1,1,2,3,2,1,2,3,1,2,4,1,1,1,3,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,3,1,4,1,2,2,1,3,1,2,2,1
"R_UDD9lHm3KK2J9lv",1,31,3,2,2,1,NA,2,1,2,3,1,1,1,1,2,1,4,1,2,1,4,2,1,2,1,2,1,1,1,2,2,1,2,1,1,1,2,1,3,4,1,2,1,3,3,1,1,2,1
"R_UDD9lHm3KK2J9lv",1,31,3,2,2,1,NA,3,3,1,2,1,1,3,2,1,1,2,1,2,1,1,2,1,1,2,2,1,2,1,2,3,2,2,2,1,1,3,2,3,2,1,1,3,3,3,1,1,2,2
"R_UDy0Df0DHiwwUmt",2,27,5,3,2,1,NA,1,3,1,2,1,1,1,1,1,1,4,1,2,1,4,2,1,2,1,2,1,1,2,1,3,2,2,2,1,1,1,3,3,3,2,2,2,3,2,2,2,1,2
"R_UDy0Df0DHiwwUmt",2,27,5,3,2,1,NA,2,3,1,3,1,1,1,2,2,1,4,2,2,1,3,2,1,1,1,1,1,1,3,1,3,2,2,2,1,2,1,3,3,3,3,1,1,3,2,2,1,1,2
"R_UDy0Df0DHiwwUmt",2,27,5,3,2,1,NA,3,1,2,2,2,1,1,1,2,1,4,1,2,1,3,1,2,1,1,1,2,1,1,1,3,2,2,3,1,1,2,4,1,3,3,2,1,1,2,2,1,1,2
"R_ufUSQ8RW9DLlj9L",2,21,3,2,1,1,NA,1,1,1,3,1,1,2,1,2,1,1,2,2,1,3,2,2,2,2,1,3,1,3,3,1,1,2,1,1,2,3,3,2,3,2,2,3,3,1,2,1,2,1
"R_ufUSQ8RW9DLlj9L",2,21,3,2,1,1,NA,2,1,1,2,1,1,3,1,2,1,2,2,2,3,1,2,1,2,1,2,3,2,1,2,2,3,2,1,1,1,2,3,1,4,1,2,2,1,2,1,1,1,1
"R_ufUSQ8RW9DLlj9L",2,21,3,2,1,1,NA,3,3,2,2,2,1,3,1,1,1,4,2,2,1,2,1,2,1,1,2,2,1,3,2,2,1,2,3,1,2,2,1,3,3,1,2,2,3,2,3,2,2,1
"R_uh1nJF7lXVtJE0F",2,30,2,1,1,1,NA,1,1,1,2,1,1,1,3,2,3,2,1,2,3,1,2,2,3,1,1,1,1,3,1,2,3,2,1,2,2,3,4,1,1,3,1,1,2,2,1,2,1,1
"R_uh1nJF7lXVtJE0F",2,30,2,1,1,1,NA,2,1,1,2,1,1,2,2,1,3,2,2,2,3,4,1,2,3,1,1,1,1,3,1,2,3,2,1,1,2,2,1,1,1,3,1,2,2,2,1,2,1,1
"R_uh1nJF7lXVtJE0F",2,30,2,1,1,1,NA,3,1,1,2,1,1,2,2,1,3,2,2,1,3,4,2,2,3,1,1,1,1,3,1,2,3,2,1,2,2,2,4,1,1,3,1,2,2,2,1,2,1,1
"R_uk8fxHAZiNhuE6Z",2,24,6,3,3,NA,-1,1,1,2,2,2,2,2,1,1,1,4,1,2,1,3,1,1,2,1,2,1,1,1,1,2,3,2,1,1,1,3,3,2,4,1,2,2,3,2,1,2,2,2
"R_uk8fxHAZiNhuE6Z",2,24,6,3,3,NA,-1,2,1,1,3,1,2,2,3,2,2,2,1,1,3,3,2,2,2,2,1,1,1,3,1,2,3,1,1,1,2,3,2,3,4,3,1,1,2,1,1,1,2,2
"R_uk8fxHAZiNhuE6Z",2,24,6,3,3,NA,-1,3,1,1,3,1,2,2,3,1,2,2,1,1,3,1,2,2,2,2,1,1,1,3,1,2,3,1,1,1,2,3,4,1,4,3,1,2,1,2,1,1,2,2
"R_UKKYSnWTqlJJARz",1,28,3,1,3,NA,1,1,1,1,3,2,2,3,1,1,3,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,3,4,3,4,4,2,2,3,3,1,1,2,2
"R_UKKYSnWTqlJJARz",1,28,3,1,3,NA,1,2,3,1,3,1,2,3,3,2,3,2,1,2,1,4,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,3,4,3,4,2,1,1,3,3,1,1,2,2
"R_UKKYSnWTqlJJARz",1,28,3,1,3,NA,1,3,2,2,2,2,1,3,3,2,1,4,1,2,1,3,1,1,1,2,1,1,1,3,2,2,3,2,1,1,2,3,1,1,4,1,2,1,3,4,2,1,2,1
"R_ukuwZHW9W0KeXoB",2,44,3,4,2,0,NA,1,1,1,3,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,3,3,2,2,1,2,3,2,1,4,1,2,2,1,3,1,1,2,2
"R_ukuwZHW9W0KeXoB",2,44,3,4,2,0,NA,2,1,2,3,2,1,1,1,2,1,4,2,1,1,3,1,1,1,2,2,2,1,3,1,1,2,2,2,1,2,2,4,1,4,2,2,2,3,2,2,1,2,2
"R_ukuwZHW9W0KeXoB",2,44,3,4,2,0,NA,3,1,1,3,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,3,1,3,1,1,3,2,2,1,2,2,4,1,4,2,2,2,1,2,1,1,2,2
"R_UlL6ThaoLz3g6Sl",1,39,5,5,2,0,NA,1,3,1,3,1,1,1,3,1,1,3,1,2,1,4,2,3,1,1,1,1,1,3,1,2,3,2,1,2,2,1,1,3,2,2,1,2,3,1,1,1,1,1
"R_UlL6ThaoLz3g6Sl",1,39,5,5,2,0,NA,2,2,2,1,2,1,2,2,1,2,1,2,1,3,3,1,1,1,2,1,1,1,2,3,3,1,2,2,1,1,3,3,1,3,2,2,3,3,3,2,1,2,2
"R_UlL6ThaoLz3g6Sl",1,39,5,5,2,0,NA,3,2,1,3,1,2,1,3,2,3,2,1,1,2,4,2,3,3,1,1,2,3,1,2,1,3,1,1,1,2,1,2,1,4,2,1,1,2,2,1,1,1,1
"R_UMkreVcSqPeZyI9",1,26,6,3,3,NA,-1,1,2,1,1,1,1,1,1,1,1,3,2,2,3,4,1,2,2,1,2,1,2,3,3,2,3,1,1,2,1,1,1,2,4,4,1,1,1,2,2,2,1,1
"R_UMkreVcSqPeZyI9",1,26,6,3,3,NA,-1,2,3,2,3,1,2,1,3,2,2,2,2,1,2,4,2,3,3,1,1,1,2,3,3,2,3,1,1,2,2,1,2,3,3,1,1,1,2,2,2,1,1,1
"R_UMkreVcSqPeZyI9",1,26,6,3,3,NA,-1,3,1,1,3,2,1,1,1,2,2,3,1,1,2,4,1,2,3,2,1,3,2,1,3,1,3,2,2,1,1,2,4,2,2,1,2,1,3,2,1,2,1,1
"R_UnoN5fqLOukHnZ7",2,24,5,1,3,NA,-1,1,3,1,2,2,2,1,2,2,1,3,1,1,1,4,1,2,1,1,2,1,2,3,1,3,3,2,2,1,2,2,4,3,1,2,2,1,3,3,2,1,2,2
"R_UnoN5fqLOukHnZ7",2,24,5,1,3,NA,-1,2,3,1,2,2,2,1,2,1,1,3,1,1,1,3,1,2,1,1,2,1,2,3,1,3,3,2,2,1,2,2,4,3,1,2,2,2,3,3,2,2,2,2
"R_UnoN5fqLOukHnZ7",2,24,5,1,3,NA,-1,3,1,2,2,1,2,2,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,3,3,3,3,2,2,1,1,1,4,2,4,2,2,2,2,2,2,2,2,1
"R_Uo2SPHYaaPk0Mdb",2,32,3,2,2,1,NA,1,3,2,3,2,1,3,2,1,1,1,2,1,1,3,1,2,1,1,2,3,1,3,2,3,1,2,1,2,2,2,3,1,3,3,2,2,3,2,1,1,2,2
"R_Uo2SPHYaaPk0Mdb",2,32,3,2,2,1,NA,2,1,1,3,1,1,3,1,2,1,1,1,1,1,4,2,1,2,1,2,2,4,3,2,3,1,1,2,2,1,3,3,3,3,2,2,1,3,1,2,1,2,2
"R_Uo2SPHYaaPk0Mdb",2,32,3,2,2,1,NA,3,1,2,3,2,1,3,1,1,1,1,2,1,1,3,1,1,1,1,2,3,1,3,2,3,1,2,2,2,1,3,3,1,3,2,2,2,3,1,1,1,2,2
"R_UoHd5YwFQDUjONz",2,44,3,3,2,1,NA,1,3,1,3,1,1,1,3,2,1,1,1,2,1,4,2,2,2,1,1,1,2,1,1,2,3,1,2,2,2,3,3,1,4,1,1,1,3,3,1,1,2,2
"R_UoHd5YwFQDUjONz",2,44,3,3,2,1,NA,2,3,1,3,1,2,1,3,1,1,1,1,2,1,3,2,1,1,1,1,1,2,1,2,3,3,2,2,2,2,3,3,3,4,1,2,3,3,3,1,1,2,2
"R_UoHd5YwFQDUjONz",2,44,3,3,2,1,NA,3,1,1,3,2,1,1,3,2,1,1,1,2,1,1,1,1,2,2,1,1,1,3,2,1,3,2,2,1,2,3,2,1,4,3,1,1,3,3,2,1,2,1
"R_UojXHNKdSvWJISR",1,37,6,5,3,NA,0,1,1,2,3,2,1,3,1,2,1,1,2,1,1,3,1,1,2,1,1,1,2,2,1,3,1,2,3,1,2,2,4,3,3,1,2,1,1,2,2,1,2,2
"R_UojXHNKdSvWJISR",1,37,6,5,3,NA,0,2,1,1,3,2,1,1,2,1,2,1,2,1,1,3,1,1,2,2,1,1,2,2,1,1,3,2,3,1,2,2,4,1,3,1,2,1,2,2,1,1,2,2
"R_UojXHNKdSvWJISR",1,37,6,5,3,NA,0,3,1,2,3,2,1,1,3,1,2,2,1,1,1,3,1,1,2,2,1,1,2,2,1,2,3,2,3,1,2,1,4,3,3,2,2,2,2,2,1,1,1,2
"R_UoN48FOOEBCHxyF",1,22,3,2,4,NA,0,1,3,1,3,1,1,2,2,2,2,2,2,2,1,4,2,3,3,1,1,2,1,3,3,1,2,2,1,2,2,1,1,3,4,3,2,1,2,1,1,1,1,2
"R_UoN48FOOEBCHxyF",1,22,3,2,4,NA,0,2,3,2,2,2,1,1,3,2,3,2,1,1,2,3,1,3,1,1,2,2,1,1,3,2,1,1,1,1,1,1,1,1,4,3,2,1,2,1,1,1,1,2
"R_UoN48FOOEBCHxyF",1,22,3,2,4,NA,0,3,2,1,2,1,1,3,1,2,1,2,1,2,1,4,2,2,3,2,1,1,1,3,1,3,3,2,3,2,2,2,4,2,4,2,1,2,1,1,3,2,2,2
"R_UoUSKQNPz3ncf0B",1,41,3,3,2,1,NA,1,1,1,2,1,2,2,3,1,3,2,1,2,1,3,1,2,2,1,1,1,2,2,2,1,1,2,1,1,1,1,3,1,2,2,1,2,2,2,1,2,1,1
"R_UoUSKQNPz3ncf0B",1,41,3,3,2,1,NA,2,3,2,3,1,1,2,3,2,2,4,1,1,1,3,1,2,3,1,2,1,1,2,3,3,3,2,3,2,1,2,3,2,4,2,1,2,3,2,1,1,1,2
"R_UoUSKQNPz3ncf0B",1,41,3,3,2,1,NA,3,1,2,2,2,2,2,1,2,1,3,1,1,2,3,1,2,1,2,1,1,3,2,3,1,1,1,1,2,1,3,3,3,1,2,2,2,1,3,3,1,1,1
"R_UQ2euEDP5kOyA5X",2,59,2,1,3,NA,1,1,2,1,2,1,2,2,1,2,2,4,1,1,1,1,2,1,1,1,2,1,1,3,1,3,2,2,1,1,2,2,3,1,4,1,1,1,3,3,1,1,2,1
"R_UQ2euEDP5kOyA5X",2,59,2,1,3,NA,1,2,1,1,2,2,1,3,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,3,1,3,2,2,2,1,2,2,3,1,3,1,1,2,3,2,2,2,2,2
"R_UQ2euEDP5kOyA5X",2,59,2,1,3,NA,1,3,1,1,2,2,1,3,1,1,2,1,1,1,1,3,1,1,1,2,1,1,1,3,1,3,2,2,2,1,2,2,3,1,3,1,1,2,3,2,2,2,2,2
"R_UQ7mbDfpotTVMVX",1,29,5,2,1,0,NA,1,1,1,1,2,1,2,2,1,1,1,1,2,2,4,1,2,2,1,1,1,1,3,1,2,2,2,1,1,2,3,1,1,4,2,2,3,3,2,1,2,1,1
"R_UQ7mbDfpotTVMVX",1,29,5,2,1,0,NA,2,1,1,1,2,1,2,3,2,1,4,2,1,2,4,1,2,2,1,1,1,1,1,1,2,2,1,1,1,2,3,1,1,4,2,2,3,3,2,1,2,1,1
"R_UQ7mbDfpotTVMVX",1,29,5,2,1,0,NA,3,1,1,1,2,1,2,3,1,1,3,1,1,2,4,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,3,1,1,4,2,2,3,3,2,1,2,1,1
"R_UQKAqMrk2Lg5peh",2,38,5,4,1,1,NA,1,1,1,3,1,1,3,2,1,2,1,1,2,1,4,2,2,2,2,1,3,1,1,3,3,3,2,2,1,2,3,3,3,4,2,2,2,3,3,1,2,1,2
"R_UQKAqMrk2Lg5peh",2,38,5,4,1,1,NA,2,1,1,3,2,1,3,2,2,1,1,1,2,1,3,1,2,2,2,1,1,1,2,1,3,3,2,2,1,2,3,3,2,4,2,2,2,3,1,1,1,1,2
"R_UQKAqMrk2Lg5peh",2,38,5,4,1,1,NA,3,1,1,3,1,1,3,2,2,2,1,1,2,1,4,2,2,2,2,2,3,1,1,1,3,3,2,2,1,2,3,3,3,4,2,2,3,3,1,1,1,1,2
"R_UsdHPRzSggiFGjT",2,58,4,2,1,0,NA,1,3,2,3,1,1,3,2,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,3,1,1,1,1,2,3,3,1,4,3,2,2,1,3,1,1,2,1
"R_UsdHPRzSggiFGjT",2,58,4,2,1,0,NA,2,1,2,3,2,1,3,1,2,1,4,1,1,1,1,1,2,2,1,2,1,1,2,1,3,1,1,1,1,2,3,3,1,4,3,2,1,1,3,1,1,2,1
"R_UsdHPRzSggiFGjT",2,58,4,2,1,0,NA,3,1,2,2,2,1,3,3,1,1,3,1,1,1,3,1,2,2,1,2,1,1,1,1,3,1,1,1,1,2,3,3,1,4,3,2,2,1,3,1,1,2,1
"R_USGXfPyoqc5HYid",1,33,4,5,1,1,NA,1,3,1,1,2,1,1,2,2,2,4,1,2,2,1,2,1,3,2,1,1,2,2,2,3,1,2,3,2,2,3,2,2,4,1,2,1,3,1,3,2,1,2
"R_USGXfPyoqc5HYid",1,33,4,5,1,1,NA,2,3,2,3,1,1,1,1,2,2,1,2,1,2,3,2,2,3,1,2,3,2,2,1,2,2,2,2,2,2,3,4,1,1,4,1,1,3,2,1,1,1,2
"R_USGXfPyoqc5HYid",1,33,4,5,1,1,NA,3,3,2,1,1,1,3,2,2,3,4,2,1,1,2,1,2,2,1,2,1,3,3,2,3,1,2,3,1,2,2,4,2,1,4,1,1,3,3,3,2,1,1
"R_UsU4iSaSYvHDYjL",1,25,5,2,4,NA,1,1,3,1,3,1,2,2,1,1,1,4,2,2,1,4,2,1,1,2,1,1,1,1,3,3,3,2,1,1,2,1,3,2,4,2,2,2,1,1,1,2,1,1
"R_UsU4iSaSYvHDYjL",1,25,5,2,4,NA,1,2,1,1,3,1,2,2,3,1,2,1,1,1,1,4,2,2,2,1,1,1,1,3,3,2,3,1,1,1,2,1,3,3,4,2,1,2,1,1,1,2,1,1
"R_UsU4iSaSYvHDYjL",1,25,5,2,4,NA,1,3,3,2,3,2,2,2,2,2,3,2,2,2,1,3,1,1,1,2,2,2,1,2,3,1,3,2,1,1,2,1,3,2,4,1,2,1,3,2,1,1,2,2
"R_ut4aG9KyoXGKdX3",2,44,5,3,3,NA,0,1,2,2,3,2,2,3,3,1,1,2,2,2,1,3,1,1,1,1,1,3,1,1,1,2,2,2,3,1,1,3,1,3,3,1,2,3,3,3,1,2,2,2
"R_ut4aG9KyoXGKdX3",2,44,5,3,3,NA,0,2,1,1,3,1,1,1,3,2,1,2,2,2,1,1,2,1,1,1,1,3,1,1,3,3,2,2,3,1,2,1,3,2,4,1,1,1,2,3,1,1,1,1
"R_ut4aG9KyoXGKdX3",2,44,5,3,3,NA,0,3,1,1,3,1,1,1,2,2,1,2,2,2,1,1,2,2,1,2,1,3,1,1,3,3,2,2,3,1,2,1,3,2,4,1,1,1,2,3,1,1,1,1
"R_UVM9AGqcxAlwyvT",1,32,5,5,2,0,NA,1,1,1,1,1,1,2,2,1,1,2,1,1,3,4,2,2,3,1,1,2,1,1,3,1,3,2,1,1,2,1,1,3,3,3,2,1,1,3,1,1,1,1
"R_UVM9AGqcxAlwyvT",1,32,5,5,2,0,NA,2,1,2,1,2,2,1,1,2,3,1,1,1,2,3,1,1,2,1,1,2,1,3,1,3,2,2,2,1,2,2,2,1,4,4,2,3,3,2,1,1,2,1
"R_UVM9AGqcxAlwyvT",1,32,5,5,2,0,NA,3,1,2,1,2,2,1,1,2,1,1,1,1,2,3,1,1,1,1,1,2,1,3,1,3,2,2,1,1,2,2,2,1,4,2,2,3,3,2,2,2,2,1
"R_UWnf7r2CLC4QFNL",1,31,5,3,1,0,NA,1,3,2,3,2,1,3,2,1,1,4,1,2,1,3,1,1,2,1,1,1,1,2,2,3,1,2,1,1,1,3,3,1,4,1,2,2,3,1,1,1,2,2
"R_UWnf7r2CLC4QFNL",1,31,5,3,1,0,NA,2,1,1,3,1,1,3,3,1,3,2,2,1,3,1,2,2,3,1,2,3,4,3,2,1,2,2,1,1,2,1,2,3,4,2,1,2,1,2,1,2,1,1
"R_UWnf7r2CLC4QFNL",1,31,5,3,1,0,NA,3,1,1,3,1,1,3,3,1,3,1,2,1,3,1,2,2,3,1,2,3,4,3,2,1,2,2,1,1,2,1,2,3,4,2,1,2,1,2,1,2,1,1
"R_UxUH0UBOCmnHTj3",2,26,2,3,3,NA,-1,1,1,1,3,2,1,1,3,2,1,1,1,2,1,3,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,3,3,1,3,3,1,1,3,3,1,1,1,1
"R_UxUH0UBOCmnHTj3",2,26,2,3,3,NA,-1,2,1,1,3,1,1,3,2,2,3,1,2,1,2,4,2,1,2,1,1,2,4,3,3,2,3,2,2,2,2,2,3,3,4,1,2,1,2,2,2,1,2,2
"R_UxUH0UBOCmnHTj3",2,26,2,3,3,NA,-1,3,1,2,3,2,1,3,3,1,1,4,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,1,1,3,3,1,3,3,2,3,3,3,1,1,1,1
"R_UXYLvWXXM5kytfH",2,23,5,3,2,1,NA,1,1,1,2,2,1,2,2,1,3,4,1,2,1,3,1,2,2,1,1,1,1,1,1,2,1,2,3,2,2,1,3,1,4,3,2,2,2,1,3,2,1,1
"R_UXYLvWXXM5kytfH",2,23,5,3,2,1,NA,2,1,1,2,1,1,2,2,2,1,4,2,1,1,3,1,2,3,1,2,1,1,3,1,2,1,2,3,2,1,2,3,1,4,3,1,1,2,1,2,2,1,1
"R_UXYLvWXXM5kytfH",2,23,5,3,2,1,NA,3,1,1,3,1,2,1,3,1,3,2,1,1,2,3,2,2,2,1,1,2,1,3,3,2,3,1,2,1,1,1,4,2,4,2,2,2,2,1,1,2,1,1
"R_UY1FyCOpEo9KHct",2,19,3,5,2,0,NA,1,3,1,3,2,2,1,3,1,2,2,1,2,2,3,1,1,3,2,1,2,1,3,3,2,1,1,1,2,1,1,4,2,2,4,2,2,2,1,1,2,1,1
"R_UY1FyCOpEo9KHct",2,19,3,5,2,0,NA,2,1,1,3,1,2,2,3,1,3,3,2,2,1,3,2,1,3,2,1,2,2,3,1,3,1,1,1,1,2,1,4,3,4,4,1,2,1,1,1,1,2,1
"R_UY1FyCOpEo9KHct",2,19,3,5,2,0,NA,3,1,1,3,1,1,2,2,2,2,2,1,2,2,4,2,2,3,1,1,2,2,3,2,3,1,1,1,1,2,1,4,3,4,2,2,2,1,1,1,1,1,1
"R_UYG3OYJqnOFUT0B",2,21,4,5,3,NA,0,1,1,2,2,2,1,3,3,2,1,4,1,1,1,2,1,1,2,2,1,1,1,1,2,1,3,2,3,1,1,3,3,3,4,1,2,3,3,3,2,1,2,2
"R_UYG3OYJqnOFUT0B",2,21,4,5,3,NA,0,2,1,2,2,2,1,3,3,1,1,4,2,1,1,3,2,2,2,2,2,1,1,3,2,1,3,2,3,1,2,3,3,3,4,1,1,3,3,3,2,1,2,2
"R_UYG3OYJqnOFUT0B",2,21,4,5,3,NA,0,3,3,1,2,1,2,1,2,2,2,4,1,2,1,4,2,2,2,2,1,1,2,3,1,2,3,2,2,2,2,3,1,2,2,4,1,2,3,1,2,1,2,2
"R_UywpbNFhFGVrWxP",2,29,5,2,2,0,NA,1,2,1,3,1,1,1,3,2,1,4,1,1,1,4,2,2,2,1,2,1,2,3,3,3,1,2,1,1,2,2,3,3,3,2,2,1,2,1,1,1,2,1
"R_UywpbNFhFGVrWxP",2,29,5,2,2,0,NA,2,1,2,2,2,2,3,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,3,1,2,1,2,1,1,1,3,3,1,4,1,2,2,3,3,1,1,2,2
"R_UywpbNFhFGVrWxP",2,29,5,2,2,0,NA,3,1,2,2,2,2,2,1,1,1,4,1,2,2,2,1,2,3,2,2,3,1,1,3,3,2,1,1,2,2,3,4,2,3,2,1,2,2,2,1,2,1,2
"R_Uzj5m004oJhoYb7",1,25,3,2,3,NA,0,1,3,1,1,1,2,2,2,2,3,1,2,1,3,1,2,2,2,2,2,1,2,1,1,2,1,2,1,1,1,2,3,2,1,3,2,1,2,1,2,1,1,1
"R_Uzj5m004oJhoYb7",1,25,3,2,3,NA,0,2,1,2,3,1,2,3,1,1,1,2,2,1,1,4,2,1,1,2,1,3,2,3,2,2,1,2,2,1,2,3,1,1,3,4,1,2,1,1,2,1,1,1
