local_idx,UPC,n_weeks_offered,tot_move
126,3700070801,87,25608
127,8916590480,87,21295
128,7610054200,87,19221
129,7050101640,86,20207
130,7940045070,86,19224
131,7940074630,86,18923
132,3828167005,86,18689
133,30521346200,86,17276
134,30521346300,86,16924
135,7426203006,85,23078
136,7940015010,85,20338
137,2240019025,85,16928
138,7073000397,84,21166
139,8087800526,84,21003
140,4740065201,83,17886
141,3828167057,83,16418
142,8087875105,82,20437
143,7940046680,82,20376
144,7940070000,82,19383
145,2240000917,82,18735
146,7940045330,82,17665
147,7940074080,82,15501
148,30521346000,81,16398
149,30521347300,81,16192
150,7940071020,81,14926
151,30074662030,80,19988
152,7940000031,80,19104
153,7940078340,80,18790
154,3700070845,79,22618
155,3700070625,79,18919
156,8916591210,79,18823
157,3700070451,79,15687
158,2240065003,78,18198
159,30521347400,78,15474
160,7940070030,77,26251
161,4740065371,77,23727
162,8087802570,77,23655
163,8087802564,77,22594
164,7940000024,77,18671
165,7940000014,77,18584
166,7940045270,77,17318
167,7940046660,77,17066
168,3700070453,77,16145
169,3700070637,77,15811
170,3700070248,76,20156
171,7940045560,76,15677
172,3700070371,76,14907
173,2240019085,75,21627
174,30074660610,75,19562
175,7940077770,75,17647
176,7940046590,75,16845
177,30521377300,75,14543
178,2240064336,74,23081
179,7124935405,74,18918
180,7940077780,73,16524
181,7940074650,72,16740
182,3828167007,72,16274
183,4740068441,72,16073
184,7940015020,72,15106
185,2240017100,72,14450
186,7426203007,71,19524
187,30997242702,71,18163
188,7940045300,71,14343
189,8916590730,70,17098
190,7610012200,70,15625
191,30521347200,70,13985
192,7426200239,69,22198
193,2240064100,69,21934
194,2240021027,69,18576
195,7940046650,69,14365
196,2240019700,69,13242
197,7426203005,68,18845
198,7940046330,68,15788
199,7610012500,68,14191
200,7940074060,68,13102
201,7940045280,68,13058
202,4740065521,67,20550
203,7124935403,67,20052
204,2240064064,67,19730
205,3700071139,67,16811
206,8916591710,67,16803
207,8087800217,66,20495
208,30521064800,66,14857
209,2240000916,66,14009
210,4740065511,65,20042
211,30521375700,65,13658
212,4740065041,65,12977
213,7940070040,64,21663
214,3700070800,64,19075
215,2240065000,64,15081
216,2240013091,64,14890
217,30521375400,64,13315
218,30521347100,63,12364
219,4167002340,62,20377
220,2240064065,62,18080
221,7940000022,61,14158
222,7940015030,61,13757
223,7940045320,61,12195
224,4650002340,61,11555
225,2240064150,60,19233
226,7940077270,60,15298
227,4650002341,60,11239
228,4740065528,60,11090
229,7426200906,60,11029
230,7426200279,60,10764
231,8087800506,59,19338
232,4740065191,59,18466
233,4740065351,59,17799
234,7940015060,59,13319
235,2240017102,59,12110
236,7940046670,59,12096
237,30521329700,59,11900
238,4167002341,58,18484
239,8087800543,58,13703
240,7940015040,58,12895
241,7426200109,58,10703
242,7426200241,57,18753
243,8087800509,57,18344
244,7426200261,57,17760
245,8916591560,57,17570
246,7940074870,57,16700
247,7073000398,57,13361
248,3700000091,57,13087
249,30997239102,57,12774
250,7940015260,56,15742
251,7940000096,56,11767
252,30521363600,56,11246
253,4650002342,56,10416
254,2240064004,56,9522
255,7124912266,55,13935
256,7940045250,55,11725
257,2240064002,55,9373
258,7426200240,54,17563
259,8916594610,54,15744
260,7940015250,54,13373
261,8087800542,54,12869
262,30521374800,54,10955
263,30521377200,54,10820
264,4650002351,54,10237
265,7610017100,53,10768
266,38151162200,52,18663
267,8087800510,52,16887
268,4167010169,52,15525
269,7940000097,52,12237
270,4740065531,52,12121
271,8087800527,52,10925
272,4650002135,52,10001
273,4650002352,52,9473
274,4167002342,51,15820
275,2240019765,51,13841
276,7050101680,51,10846
277,2240016076,51,10778
278,7426200245,50,16312
279,4167002351,50,14865
280,7426240012,50,9055
281,4167002352,49,14392
282,7124912286,49,13714
283,7124912267,49,11370
284,7940075550,49,9335
285,4167002350,48,15869
286,7124928801,48,14103
287,7124912263,48,11625
288,7124912277,48,11537
289,7073000395,48,8877
290,1150900325,47,10654
291,30997697002,47,9807
292,4650002115,47,9112
293,2240017147,47,8951
294,4167010165,47,8802
295,3700070743,47,8546
296,7940070050,46,16264
297,4740060170,46,11344
298,3878511100,46,10461
299,7940070010,45,16583
300,7940079140,45,13259
301,7124912270,45,10852
302,8087875106,45,9649
303,7830008056,45,8332
304,3700070744,45,7528
305,8916591570,45,7357
306,30573081120,44,12647
307,8087802534,44,8462
308,7940071490,43,15876
309,3700070890,43,15751
310,8916594540,43,13316
311,3878535200,43,8685
312,7426200238,42,13631
313,1150900275,42,10767
314,7610017200,42,9529
315,4650002125,42,7807
316,30521309700,41,15189
317,7426200244,40,13284
318,7610056200,40,8074
319,8087800532,39,14421
320,7073004211,39,14395
321,38151469400,39,13879
322,7426200243,39,12370
323,4167025510,39,8656
324,7426201006,39,6729
325,38151498600,38,14184
326,7124912264,38,10905
327,4740060180,38,9737
328,3700070269,38,7917
329,7704310001,38,7386
330,8087800507,37,13626
331,3700070541,37,13392
332,4167002115,37,12245
333,7124912271,37,10037
334,7124912272,37,9020
335,7830008005,37,7342
336,4740065051,37,6261
337,7124937201,37,5874
338,38151498400,36,13517
339,3680033353,36,13295
340,30997283203,36,7242
341,7426200207,36,6622
342,7940046140,36,6421
343,3700070542,35,12978
344,38151498500,35,12937
345,7940034820,35,12561
346,38151357700,35,12554
347,3878510300,35,9394
348,30997190700,35,7811
349,4650002350,35,6639
350,30997280803,35,6352
351,7830008006,35,6349
352,7940074550,35,5930
353,30521377100,35,5656
354,7940048240,34,12498
355,7426200249,34,12205
356,30997099300,34,11922
357,7940070060,34,11257
358,4167013215,34,9048
359,4650001965,34,6944
360,7704310343,34,6306
361,8087800551,33,12230
362,8087800512,33,12162
363,8087800550,33,11927
364,30997330900,33,11213
365,4167013526,33,10650
366,2240064316,33,9313
367,7124912262,33,8872
368,4740065546,33,8447
369,30573081620,33,7745
370,7940015070,33,6988
371,4650001975,33,6456
372,30997203802,33,6353
373,3700070150,33,5756
374,38151498300,32,12045
375,38151499100,32,11897
376,8087800530,32,11714
377,7426200263,32,10635
378,2240064374,32,9781
379,7940045740,32,8984
380,2240019811,32,8824
381,7940047220,32,8623
382,7124912282,32,8341
383,8087802533,32,6172
384,4740026173,32,5757
385,4740065131,32,4996
386,7940071530,31,11616
387,8087800531,31,11490
388,7940071520,31,11489
389,3700070873,31,11444
390,3680033356,31,11379
391,2240031000,31,11362
392,7610000687,31,11150
393,7426200248,31,10806
394,30997288700,31,10792
395,4167002125,31,9691
396,7124912273,31,7241
397,2240000427,31,6100
398,8087800525,31,5550
399,30997796700,30,10031
400,30997304500,30,9926
401,2240017152,30,6272
402,30997355800,30,6036
403,30997384303,30,6034
404,8087800508,29,10690
405,30997797600,29,9495
406,8916594580,29,9468
407,7124933201,29,5732
408,30521405100,29,5188
409,7124932001,29,5169
410,7940075530,29,4705
411,7940073580,29,4588
412,3680033357,28,10373
413,30521324500,28,10325
414,38151012506,28,9920
415,2240064335,28,8993
416,2240019166,28,7696
417,7940045810,28,7596
418,7940046800,28,6793
419,2240017103,28,5000
420,7124935002,28,4473
421,3700070891,27,9994
422,3680033354,27,9968
423,4167013220,27,9634
424,38151469200,27,9556
425,1150900277,27,6844
426,4740060197,27,6726
427,1150900299,27,5649
428,7426200402,27,5499
429,4740060171,27,5433
430,4740026186,27,4685
431,7124932102,27,4417
432,38151498800,26,9732
433,4167013543,26,9597
434,38151375500,26,9324
435,2240064309,26,8138
436,4740060193,26,7128
437,1851510951,26,5676
438,8087800541,26,4756
439,7610025200,26,4390
440,7124933501,26,4077
441,7124933601,26,4057
442,30997305500,25,8617
443,30997088900,25,8317
444,7426200242,25,8172
445,4740065193,25,6225
446,1150900344,25,5437
447,4740060192,25,5244
448,4740060179,25,5104
449,4650001955,25,4865
450,7124935442,25,4282
451,3700070636,25,4161
452,7124935404,25,4158
453,3878515102,25,3747
454,4740065061,25,3692
455,7940048290,24,8912
456,2240064318,24,8886
457,7940036000,24,8870
